[2019-04-13 05:20:46] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-04-13 05:22:48] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN-190319-001' [] []
[2019-04-13 05:23:00] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> load.. [] []
[2019-04-13 05:23:00] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> upd_pesanan : UPDATE pesanan SET upd_tms = NOW(), pesanan_no_surat_jalan_masuk = ASD123, pesanan_total_qty = 0, pesanan_total_qty_packing = 0 WHERE pesanan_no_pesanan = PSN-190319-001 [] []
[2019-04-13 05:23:00] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> list_barang : [{"detail_pesanan_nama_barang":"qwerty","detail_pesanan_jenis_print":"Tayo ABC","detail_pesanan_warna":"4","detail_pesanan_satuan":"Kg","detail_pesanan_jenis_packing":"Roll","packing_list":[]}] [] []
[2019-04-13 05:23:00] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> page close. [] []
[2019-04-13 05:23:24] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-04-13 05:23:24] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-04-13 05:23:24] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-04-13 05:23:24] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN-190319-001' [] []
[2019-04-13 05:23:24] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-04-13 05:23:24] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN-190319-001' [] []
[2019-04-13 05:23:33] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-04-13 05:23:33] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-04-13 05:23:33] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-04-13 05:23:33] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN-190319-001' [] []
[2019-04-13 05:23:33] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-04-13 05:23:33] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN-190319-001' [] []
[2019-04-13 05:24:34] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-04-13 05:24:34] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-04-13 05:24:34] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-04-13 05:24:34] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN-190319-001' [] []
[2019-04-13 05:24:34] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-04-13 05:24:34] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN-190319-001' [] []
[2019-04-13 05:24:56] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> load.. [] []
[2019-04-13 05:24:56] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> upd_pesanan : UPDATE pesanan SET upd_tms = NOW(), pesanan_no_surat_jalan_masuk = ASD123, pesanan_total_qty = 0, pesanan_total_qty_packing = 0 WHERE pesanan_no_pesanan = PSN-190319-001 [] []
[2019-04-13 05:24:56] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> list_barang : [{"detail_pesanan_nama_barang":"qwerty","detail_pesanan_jenis_print":"Tayou","detail_pesanan_warna":"4","detail_pesanan_satuan":"Kg","detail_pesanan_jenis_packing":"Roll","packing_list":[{"detail_pesanan_id":"1","detail_pesanan_detail_kain":"","detail_pesanan_qty":"22","detail_pesanan_qty_packing":"2"},{"detail_pesanan_id":"2","detail_pesanan_detail_kain":"","detail_pesanan_qty":"24","detail_pesanan_qty_packing":"1"},{"detail_pesanan_id":"3","detail_pesanan_detail_kain":"","detail_pesanan_qty":"25","detail_pesanan_qty_packing":"2"}]}] [] []
[2019-04-13 05:24:56] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> update detail_pesanan -> sql_detail : UPDATE detail_pesanan SET upd_tms = NOW(), detail_pesanan_nama_barang = 'qwerty', detail_pesanan_jenis_print = 'Tayou', detail_pesanan_warna = 4, detail_pesanan_detail_kain = '', detail_pesanan_qty = 22, detail_pesanan_satuan = 'Kg', detail_pesanan_jenis_packing = 'Roll', detail_pesanan_qty_packing = 2, detail_pesanan_status = 'B' WHERE detail_pesanan_id = 1 [] []
[2019-04-13 05:24:57] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> update detail_pesanan -> sql_detail : UPDATE detail_pesanan SET upd_tms = NOW(), detail_pesanan_nama_barang = 'qwerty', detail_pesanan_jenis_print = 'Tayou', detail_pesanan_warna = 4, detail_pesanan_detail_kain = '', detail_pesanan_qty = 24, detail_pesanan_satuan = 'Kg', detail_pesanan_jenis_packing = 'Roll', detail_pesanan_qty_packing = 1, detail_pesanan_status = 'B' WHERE detail_pesanan_id = 2 [] []
[2019-04-13 05:24:57] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> update detail_pesanan -> sql_detail : UPDATE detail_pesanan SET upd_tms = NOW(), detail_pesanan_nama_barang = 'qwerty', detail_pesanan_jenis_print = 'Tayou', detail_pesanan_warna = 4, detail_pesanan_detail_kain = '', detail_pesanan_qty = 25, detail_pesanan_satuan = 'Kg', detail_pesanan_jenis_packing = 'Roll', detail_pesanan_qty_packing = 2, detail_pesanan_status = 'B' WHERE detail_pesanan_id = 3 [] []
[2019-04-13 05:24:57] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> update ke detail_pesanan -> BERHASIL [] []
[2019-04-13 05:24:57] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> hapus surat jalan [] []
[2019-04-13 05:24:57] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> select : SELECT surat_jalan_key FROM surat_jalan WHERE surat_jalan_no_pesanan = 'PSN-190319-001' [] []
[2019-04-13 05:24:57] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> del : DELETE FROM surat_jalan WHERE surat_jalan_no_pesanan = 'PSN-190319-001' [] []
[2019-04-13 05:24:57] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> del : DELETE FROM surat_jalan_detail WHERE surat_jalan_detail_surat_jalan_key = 'SRJ-250319-001' [] []
[2019-04-13 05:25:17] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-04-13 05:25:17] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-04-13 05:25:17] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-04-13 05:25:17] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN-190319-001' [] []
[2019-04-13 05:25:17] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-04-13 05:25:17] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN-190319-001' [] []
[2019-04-13 05:25:22] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> buat_suratjalan [] []
[2019-04-13 05:25:22] RabbitPrint.WARNING:  | | | functions.php -> getKodeSuratJalan() -> selectkey : SELECT MAX(surat_jalan.surat_jalan_key) AS psnkey FROM surat_jalan WHERE surat_jalan.surat_jalan_key LIKE '%SRJ-130419%' [] []
[2019-04-13 05:25:22] RabbitPrint.WARNING:  | | | functions.php -> getKodeSuratJalan() -> psn_key : SRJ-130419-001 [] []
[2019-04-13 05:25:22] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> list_barang : {"0":{"surat_jalan_detail_nama_barang":"qwerty","surat_jalan_detail_jenis_print":"Tayou","surat_jalan_detail_warna":"4","surat_jalan_detail_subtotal_qty":"118","surat_jalan_detail_satuan_qty":"Kg","surat_jalan_detail_subtotal_pack":"5","surat_jalan_detail_satuan_pack":"Roll"}} [] []
[2019-04-13 05:25:22] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> insert ke surat_jalan -> sql_pesanan : INSERT INTO surat_jalan (cre_tms, upd_tms, cre_usr, upd_usr, surat_jalan_key, surat_jalan_nomor, surat_jalan_tanggal, surat_jalan_pelanggan_id, surat_jalan_no_pesanan, surat_jalan_status) VALUES (NOW(), NOW(), 'superuser', 'superuser', 'SRJ-130419-001', 'ASD123', '2019-04-13', 4, 'PSN-190319-001', 'B') [] []
[2019-04-13 05:25:22] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> insert ke surat_jalan -> BERHASIL [] []
[2019-04-13 05:25:22] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> insert ke surat_jalan_detail -> sql_detail : INSERT INTO surat_jalan_detail (cre_tms, upd_tms, cre_usr, upd_usr, surat_jalan_detail_surat_jalan_key, surat_jalan_detail_nama_barang, surat_jalan_detail_jenis_print, surat_jalan_detail_warna, surat_jalan_detail_subtotal_qty, surat_jalan_detail_satuan_qty, surat_jalan_detail_subtotal_pack, surat_jalan_detail_satuan_pack, surat_jalan_detail_keterangan) VALUES ( NOW(), NOW(), 'superuser', 'superuser', 'SRJ-130419-001', 'qwerty', 'Tayou', 4, 118, 'Kg', 5, 'Roll', '' '') [] []
[2019-04-13 05:25:22] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> upd_psn : UPDATE detail_pesanan p SET p.upd_tms = NOW(), p.upd_usr = 'superuser', p.detail_pesanan_status = 'SJ' WHERE p.detail_pesanan_no_pesanan = 'PSN-190319-001' AND p.detail_pesanan_nama_barang = 'qwerty' AND p.detail_pesanan_jenis_print = 'Tayou' [] []
[2019-04-13 05:25:22] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> insert ke surat_jalan_detail -> BERHASIL [] []
[2019-04-13 05:25:22] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> response : Array [] []
[2019-04-13 05:25:23] RabbitPrint.WARNING:  | | | cetak_surat_jalan.php -> sel_pesanan : SELECT sj.*, p.pelanggan_nama, p.pelanggan_telp, p.pelanggan_alamat, u.nama AS createby FROM surat_jalan sj JOIN pelanggan p ON p.pelanggan_id = sj.surat_jalan_pelanggan_id JOIN s_user u ON u.username = sj.cre_usr WHERE sj.surat_jalan_key = 'SRJ-130419-001' [] []
[2019-04-13 05:25:23] RabbitPrint.WARNING:  | | | cetak_surat_jalan.php -> sel_detailsj : SELECT * FROM surat_jalan_detail WHERE surat_jalan_detail_surat_jalan_key = 'SRJ-130419-001' [] []
[2019-04-13 05:25:50] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> membuka halaman [] []
[2019-04-13 05:25:50] RabbitPrint.WARNING:  | | | daftar_surat_)jalan.php -> sel_daftar_surat_jalan : SELECT * FROM surat_jalan ORDER BY surat_jalan_id DESC [] []
[2019-04-13 05:25:50] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-04-13 05:25:50] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-04-13 05:25:53] RabbitPrint.WARNING:  | | | cetak_surat_jalan.php -> sel_pesanan : SELECT sj.*, p.pelanggan_nama, p.pelanggan_telp, p.pelanggan_alamat, u.nama AS createby FROM surat_jalan sj JOIN pelanggan p ON p.pelanggan_id = sj.surat_jalan_pelanggan_id JOIN s_user u ON u.username = sj.cre_usr WHERE sj.surat_jalan_key = 'SRJ-130419-001' [] []
[2019-04-13 05:25:53] RabbitPrint.WARNING:  | | | cetak_surat_jalan.php -> sel_detailsj : SELECT * FROM surat_jalan_detail WHERE surat_jalan_detail_surat_jalan_key = 'SRJ-130419-001' [] []
[2019-04-13 05:25:59] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> membuka halaman [] []
[2019-04-13 05:25:59] RabbitPrint.WARNING:  | | | daftar_surat_)jalan.php -> sel_daftar_surat_jalan : SELECT * FROM surat_jalan ORDER BY surat_jalan_id DESC [] []
[2019-04-13 05:25:59] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-04-13 05:25:59] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-04-13 05:26:06] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> membuka halaman [] []
[2019-04-13 05:26:06] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> sel_pesanan : SELECT psn.*, plg.pelanggan_nama	FROM pesanan psn JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id ORDER BY psn.pesanan_id DESC [] []
[2019-04-13 05:26:06] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> jml. pesanan : 0 [] []
[2019-04-13 05:26:07] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-04-13 05:26:07] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-04-13 05:26:07] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-04-13 05:26:07] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN-190319-001' [] []
[2019-04-13 05:26:07] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-04-13 05:26:07] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN-190319-001' [] []
[2019-04-13 05:26:56] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-04-13 05:26:56] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-04-13 05:26:56] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-04-13 05:26:56] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN-190319-001' [] []
[2019-04-13 05:26:56] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-04-13 05:26:56] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN-190319-001' [] []
[2019-04-13 05:27:05] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-04-13 05:27:05] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-04-13 05:27:05] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-04-13 05:27:58] RabbitPrint.WARNING:  | | | functions.php -> getKodePesanan() -> selectkey : SELECT MAX(pesanan.pesanan_no_pesanan) AS psnkey FROM pesanan WHERE pesanan.pesanan_no_pesanan LIKE '%PSN-130419%' [] []
[2019-04-13 05:27:58] RabbitPrint.WARNING:  | | | functions.php -> getKodePesanan() -> psn_key : PSN-130419-001 [] []
[2019-04-13 05:27:58] RabbitPrint.WARNING:  | | | proses_pesanan.php -> load.. [] []
[2019-04-13 05:27:58] RabbitPrint.WARNING:  | | | proses_pesanan.php -> list_barang : Array [] []
[2019-04-13 05:27:58] RabbitPrint.WARNING:  | | | proses_pesanan.php -> insert ke pesanan -> sql_pesanan : INSERT INTO pesanan (cre_tms, upd_tms, cre_usr, upd_usr, pesanan_no_pesanan, pesanan_no_surat_jalan_masuk, pesanan_jenis_pesanan, pesanan_tanggal_pesanan, pesanan_pelanggan_id, pesanan_total_qty, pesanan_total_qty_packing) VALUES (NOW(), NOW(), 'superuser', 'superuser', 'PSN-130419-001', 'QWE123', 'Pesanan Baru', '2019-04-13', '4', 0, 0) [] []
[2019-04-13 05:27:58] RabbitPrint.WARNING:  | | | proses_pesanan.php -> insert ke pesanan -> BERHASIL [] []
[2019-04-13 05:27:58] RabbitPrint.WARNING:  | | | proses_pesanan.php -> insert ke detail_pesanan -> sql_detail : INSERT INTO detail_pesanan (cre_tms, upd_tms, cre_usr, upd_usr, detail_pesanan_no_pesanan, detail_pesanan_nama_barang, detail_pesanan_jenis_print, detail_pesanan_ukuran, detail_pesanan_detail_kain, detail_pesanan_qty, detail_pesanan_satuan, detail_pesanan_jenis_packing, detail_pesanan_qty_packing, detail_pesanan_warna, detail_pesanan_keterangan) VALUES ( NOW(), NOW(), 'superuser', 'superuser', 'PSN-130419-001', 'sdfsdfds', 'fsdfsdfsdf', '5x5', 'aa12', 2, 'PT', 'Roll', 15, 4, '') [] []
[2019-04-13 05:27:58] RabbitPrint.WARNING:  | | | proses_pesanan.php -> insert ke detail_pesanan -> BERHASIL [] []
[2019-04-13 05:28:01] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-04-13 05:28:01] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-04-13 05:28:01] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-04-13 05:28:04] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> membuka halaman [] []
[2019-04-13 05:28:04] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> sel_pesanan : SELECT psn.*, plg.pelanggan_nama	FROM pesanan psn JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id ORDER BY psn.pesanan_id DESC [] []
[2019-04-13 05:28:04] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> jml. pesanan : 0 [] []
[2019-04-13 05:29:15] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-04-13 05:29:15] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-04-13 05:29:15] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-04-13 05:29:15] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN-130419-001' [] []
[2019-04-13 05:29:15] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-04-13 05:29:15] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN-130419-001' [] []
[2019-04-13 05:29:31] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> load.. [] []
[2019-04-13 05:29:31] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> upd_pesanan : UPDATE pesanan SET upd_tms = NOW(), pesanan_no_surat_jalan_masuk = QWE123, pesanan_total_qty = 0, pesanan_total_qty_packing = 0 WHERE pesanan_no_pesanan = PSN-130419-001 [] []
[2019-04-13 05:29:31] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> list_barang : [{"detail_pesanan_nama_barang":"Tayo","detail_pesanan_jenis_print":"Tayo","detail_pesanan_warna":"4","detail_pesanan_satuan":"PT","detail_pesanan_jenis_packing":"Roll","packing_list":[]}] [] []
[2019-04-13 05:29:31] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> page close. [] []
[2019-04-13 05:30:58] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-04-13 05:30:58] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-04-13 05:30:58] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-04-13 05:30:58] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN-130419-001' [] []
[2019-04-13 05:30:58] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-04-13 05:30:58] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN-130419-001' [] []
[2019-04-13 05:31:08] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> load.. [] []
[2019-04-13 05:31:08] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> upd_pesanan : UPDATE pesanan SET upd_tms = NOW(), pesanan_no_surat_jalan_masuk = 'QWE123', pesanan_total_qty = 0, pesanan_total_qty_packing = 0 WHERE pesanan_no_pesanan = 'PSN-130419-001' [] []
[2019-04-13 05:31:08] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> list_barang : [{"detail_pesanan_nama_barang":"AAAAAAAAAA","detail_pesanan_jenis_print":"AAAAAAAAA","detail_pesanan_warna":"4","detail_pesanan_satuan":"PT","detail_pesanan_jenis_packing":"Roll","packing_list":[]}] [] []
[2019-04-13 05:31:08] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> page close. [] []
