[2019-10-13 10:04:43] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> membuka halaman [] []
[2019-10-13 10:11:50] RabbitPrint.WARNING:  | | | proses_pesanan.php -> string query pesanan -> sql_pesanan : INSERT INTO pesanan (cre_tms, upd_tms, cre_usr, upd_usr, pesanan_no_pesanan, pesanan_no_surat_jalan_masuk, pesanan_jenis_pesanan, pesanan_tanggal_pesanan, pesanan_pelanggan_id, pesanan_total_qty, pesanan_total_qty_packing) VALUES (NOW(), NOW(), 'superuser', 'superuser', 'PSN/20191001/001', '1234SJURFN', 'A', '2019-10-01', '4', 60, 180) [] []
[2019-10-13 10:11:50] RabbitPrint.WARNING:  | | | proses_pesanan.php -> insert ke pesanan -> sql_pesanan : INSERT INTO pesanan (cre_tms, upd_tms, cre_usr, upd_usr, pesanan_no_pesanan, pesanan_no_surat_jalan_masuk, pesanan_jenis_pesanan, pesanan_tanggal_pesanan, pesanan_pelanggan_id, pesanan_total_qty, pesanan_total_qty_packing) VALUES (NOW(), NOW(), 'superuser', 'superuser', 'PSN/20191001/001', '1234SJURFN', 'A', '2019-10-01', '4', 60, 180) [] []
[2019-10-13 10:11:50] RabbitPrint.WARNING:  | | | proses_pesanan.php -> insert ke pesanan -> BERHASIL [] []
[2019-10-13 10:11:50] RabbitPrint.WARNING:  | | | proses_pesanan.php -> insert ke detail_pesanan -> BERHASIL [] []
[2019-10-13 10:11:55] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-10-13 10:11:55] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-10-13 10:11:55] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-10-13 10:11:55] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000003 [] []
[2019-10-13 10:11:55] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-10-13 10:12:07] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> membuka halaman [] []
[2019-10-13 10:12:07] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> sel_pesanan : SELECT psn.*, plg.pelanggan_nama	FROM pesanan psn JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id ORDER BY psn.pesanan_id DESC [] []
[2019-10-13 10:12:07] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> jml. pesanan : 0 [] []
[2019-10-13 10:13:10] RabbitPrint.WARNING:  | | | surat_jalan.php -> load [] []
[2019-10-13 10:13:10] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT psn.*, dps.*, plg.pelanggan_nama AS pesanan_nama_plg, sj.surat_jalan_detail_subtotal_pack FROM pesanan psn JOIN detail_pesanan dps ON dps.detail_pesanan_no_pesanan = psn.pesanan_no_pesanan JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id LEFT JOIN surat_jalan_detail sj ON sj.surat_jalan_detail_pesanan_key = dps.detail_pesanan_key WHERE psn.pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 10:13:17] RabbitPrint.WARNING:  | | | proses_surat_jalan.php -> buat_suratjalan [] []
[2019-10-13 10:13:17] RabbitPrint.WARNING:  | | | functions.php -> getKodeSuratJalan() -> selectkey : SELECT MAX(surat_jalan.surat_jalan_key) AS psnkey FROM surat_jalan WHERE surat_jalan.surat_jalan_key LIKE '%SRJ/20191013/%' [] []
[2019-10-13 10:13:17] RabbitPrint.WARNING:  | | | functions.php -> getKodeSuratJalan() -> psn_key : SRJ/20191013/001 [] []
[2019-10-13 10:13:17] RabbitPrint.WARNING:  | | | proses_surat_jalan.php -> list_barang : [{"surat_jalan_detail_pesanan_key":"0000000001","surat_jalan_detail_nama_barang":"KAIN MERAH ","surat_jalan_detail_jenis_print":"BUNGA","surat_jalan_detail_warna":"2","surat_jalan_detail_kain":"1123","surat_jalan_detail_nama_warna":"MERAH","surat_jalan_detail_ukuran":"S","surat_jalan_detail_subtotal_qty":"30","surat_jalan_detail_satuan_qty":"PS","surat_jalan_detail_subtotal_pack":"90","surat_jalan_detail_satuan_pack":"PT","surat_jalan_detail_keterangan":"2 BP KIRI"},{"surat_jalan_detail_pesanan_key":"0000000002","surat_jalan_detail_nama_barang":"KAIN MERAH ","surat_jalan_detail_jenis_print":"BUNGA","surat_jalan_detail_warna":"2","surat_jalan_detail_kain":"1123","surat_jalan_detail_nama_warna":"MERAH","surat_jalan_detail_ukuran":"M","surat_jalan_detail_subtotal_qty":"30","surat_jalan_detail_satuan_qty":"PS","surat_jalan_detail_subtotal_pack":"90","surat_jalan_detail_satuan_pack":"PT","surat_jalan_detail_keterangan":"1 BK KANAN"}] [] []
[2019-10-13 10:13:17] RabbitPrint.WARNING:  | | | proses_surat_jalan.php -> insert ke surat_jalan -> sql_pesanan :  [] []
[2019-10-13 10:13:17] RabbitPrint.WARNING:  | | | proses_surat_jalan.php -> insert ke surat_jalan -> BERHASIL [] []
[2019-10-13 10:13:17] RabbitPrint.WARNING:  | | | proses_surat_jalan.php -> insert ke surat_jalan_detail -> sql_detail : INSERT INTO surat_jalan_detail (cre_tms, upd_tms, cre_usr, upd_usr, surat_jalan_detail_surat_jalan_key, surat_jalan_detail_kain, surat_jalan_detail_nama_warna, surat_jalan_detail_pesanan_key, surat_jalan_detail_nama_barang, surat_jalan_detail_jenis_print, surat_jalan_detail_warna, surat_jalan_detail_ukuran, surat_jalan_detail_subtotal_qty, surat_jalan_detail_satuan_qty, surat_jalan_detail_subtotal_pack, surat_jalan_detail_satuan_pack, surat_jalan_detail_keterangan) VALUES ( NOW(), NOW(), 'superuser', 'superuser', 'SRJ/20191013/001', '1123', 'MERAH', '0000000001', 'KAIN MERAH ', 'BUNGA', 2, 'S', 30, 'PS', 90, 'PT', '2 BP KIRI'),( NOW(), NOW(), 'superuser', 'superuser', 'SRJ/20191013/001', '1123', 'MERAH', '0000000002', 'KAIN MERAH ', 'BUNGA', 2, 'M', 30, 'PS', 90, 'PT', '1 BK KANAN') [] []
[2019-10-13 10:13:17] RabbitPrint.WARNING:  | | | proses_surat_jalan.php -> insert ke surat_jalan_detail -> BERHASIL [] []
[2019-10-13 10:13:17] RabbitPrint.WARNING:  | | | proses_surat_jalan.php -> response : Array [] []
[2019-10-13 10:13:17] RabbitPrint.WARNING:  | | | proses_surat_jalan.php -> sql_pesanan : INSERT INTO surat_jalan (cre_tms, upd_tms, cre_usr, upd_usr, surat_jalan_key, surat_jalan_nomor, surat_jalan_tanggal, surat_jalan_jenis_pesanan, surat_jalan_pelanggan_id, surat_jalan_no_pesanan, surat_jalan_total, surat_jalan_status) VALUES (NOW(), NOW(), 'superuser', 'superuser', 'SRJ/20191013/001', '1234SJURFN', '2019-10-13', 'A', 4, 'PSN/20191001/001', 60, 'B') [] []
[2019-10-13 10:13:17] RabbitPrint.WARNING:  | | | proses_surat_jalan.php -> insert ke surat_jalan -> BERHASIL [] []
[2019-10-13 10:13:17] RabbitPrint.WARNING:  | | | proses_surat_jalan.php -> response : Array [] []
[2019-10-13 10:13:19] RabbitPrint.WARNING:  | | | cetak_surat_jalan.php -> sel_pesanan : SELECT sj.*, p.pelanggan_nama, p.pelanggan_telp, p.pelanggan_alamat, u.nama AS createby FROM surat_jalan sj JOIN pelanggan p ON p.pelanggan_id = sj.surat_jalan_pelanggan_id JOIN s_user u ON u.username = sj.cre_usr WHERE sj.surat_jalan_key = 'SRJ/20191013/001' [] []
[2019-10-13 10:13:19] RabbitPrint.WARNING:  | | | cetak_surat_jalan.php -> sel_detailsj : SELECT sj.*, dp.* FROM surat_jalan_detail sj JOIN detail_pesanan dp ON dp.detail_pesanan_key = sj.surat_jalan_detail_pesanan_key WHERE surat_jalan_detail_surat_jalan_key = 'SRJ/20191013/001' [] []
[2019-10-13 10:13:27] RabbitPrint.WARNING:  | | | surat_jalan.php -> load [] []
[2019-10-13 10:13:27] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT psn.*, dps.*, plg.pelanggan_nama AS pesanan_nama_plg, sj.surat_jalan_detail_subtotal_pack FROM pesanan psn JOIN detail_pesanan dps ON dps.detail_pesanan_no_pesanan = psn.pesanan_no_pesanan JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id LEFT JOIN surat_jalan_detail sj ON sj.surat_jalan_detail_pesanan_key = dps.detail_pesanan_key WHERE psn.pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 10:13:36] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> membuka halaman [] []
[2019-10-13 10:13:36] RabbitPrint.WARNING:  | | | daftar_surat_)jalan.php -> sel_daftar_surat_jalan : SELECT * FROM surat_jalan ORDER BY surat_jalan_id DESC [] []
[2019-10-13 10:13:36] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-10-13 10:13:36] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-10-13 10:13:56] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> membuka halaman [] []
[2019-10-13 10:13:56] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> sel_pesanan : SELECT psn.*, plg.pelanggan_nama	FROM pesanan psn JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id ORDER BY psn.pesanan_id DESC [] []
[2019-10-13 10:13:56] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> jml. pesanan : 0 [] []
[2019-10-13 10:14:02] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-10-13 10:14:02] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-10-13 10:14:02] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-10-13 10:14:02] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 10:14:02] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-10-13 10:14:02] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 10:14:22] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> membuka halaman [] []
[2019-10-13 10:14:22] RabbitPrint.WARNING:  | | | daftar_surat_)jalan.php -> sel_daftar_surat_jalan : SELECT * FROM surat_jalan ORDER BY surat_jalan_id DESC [] []
[2019-10-13 10:14:22] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-10-13 10:14:22] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-10-13 10:14:26] RabbitPrint.WARNING:  | | | cetak_surat_jalan.php -> sel_pesanan : SELECT sj.*, p.pelanggan_nama, p.pelanggan_telp, p.pelanggan_alamat, u.nama AS createby FROM surat_jalan sj JOIN pelanggan p ON p.pelanggan_id = sj.surat_jalan_pelanggan_id JOIN s_user u ON u.username = sj.cre_usr WHERE sj.surat_jalan_key = 'SRJ/20191013/001' [] []
[2019-10-13 10:14:26] RabbitPrint.WARNING:  | | | cetak_surat_jalan.php -> sel_detailsj : SELECT sj.*, dp.* FROM surat_jalan_detail sj JOIN detail_pesanan dp ON dp.detail_pesanan_key = sj.surat_jalan_detail_pesanan_key WHERE surat_jalan_detail_surat_jalan_key = 'SRJ/20191013/001' [] []
[2019-10-13 10:15:31] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> membuka halaman [] []
[2019-10-13 10:15:31] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> sel_pesanan : SELECT psn.*, plg.pelanggan_nama	FROM pesanan psn JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id ORDER BY psn.pesanan_id DESC [] []
[2019-10-13 10:15:31] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> jml. pesanan : 0 [] []
[2019-10-13 10:15:35] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-10-13 10:15:35] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-10-13 10:15:35] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-10-13 10:15:35] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 10:15:35] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-10-13 10:15:35] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 10:15:54] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> membuka halaman [] []
[2019-10-13 10:15:54] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> sel_pesanan : SELECT psn.*, plg.pelanggan_nama	FROM pesanan psn JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id ORDER BY psn.pesanan_id DESC [] []
[2019-10-13 10:15:54] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> jml. pesanan : 0 [] []
[2019-10-13 10:15:58] RabbitPrint.WARNING:  | | | surat_jalan.php -> load [] []
[2019-10-13 10:15:58] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT psn.*, dps.*, plg.pelanggan_nama AS pesanan_nama_plg, sj.surat_jalan_detail_subtotal_pack FROM pesanan psn JOIN detail_pesanan dps ON dps.detail_pesanan_no_pesanan = psn.pesanan_no_pesanan JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id LEFT JOIN surat_jalan_detail sj ON sj.surat_jalan_detail_pesanan_key = dps.detail_pesanan_key WHERE psn.pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 10:17:10] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> membuka halaman [] []
[2019-10-13 10:17:11] RabbitPrint.WARNING:  | | | daftar_surat_)jalan.php -> sel_daftar_surat_jalan : SELECT * FROM surat_jalan ORDER BY surat_jalan_id DESC [] []
[2019-10-13 10:17:11] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-10-13 10:17:11] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-10-13 10:17:17] RabbitPrint.WARNING:  | | | cetak_surat_jalan.php -> sel_pesanan : SELECT sj.*, p.pelanggan_nama, p.pelanggan_telp, p.pelanggan_alamat, u.nama AS createby FROM surat_jalan sj JOIN pelanggan p ON p.pelanggan_id = sj.surat_jalan_pelanggan_id JOIN s_user u ON u.username = sj.cre_usr WHERE sj.surat_jalan_key = 'SRJ/20191013/001' [] []
[2019-10-13 10:17:17] RabbitPrint.WARNING:  | | | cetak_surat_jalan.php -> sel_detailsj : SELECT sj.*, dp.* FROM surat_jalan_detail sj JOIN detail_pesanan dp ON dp.detail_pesanan_key = sj.surat_jalan_detail_pesanan_key WHERE surat_jalan_detail_surat_jalan_key = 'SRJ/20191013/001' [] []
[2019-10-13 10:17:21] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> membuka halaman [] []
[2019-10-13 10:17:21] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> sel_pesanan : SELECT psn.*, plg.pelanggan_nama	FROM pesanan psn JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id ORDER BY psn.pesanan_id DESC [] []
[2019-10-13 10:17:21] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> jml. pesanan : 0 [] []
[2019-10-13 10:17:29] RabbitPrint.WARNING:  | | | surat_jalan.php -> load [] []
[2019-10-13 10:17:29] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT psn.*, dps.*, plg.pelanggan_nama AS pesanan_nama_plg, sj.surat_jalan_detail_subtotal_pack FROM pesanan psn JOIN detail_pesanan dps ON dps.detail_pesanan_no_pesanan = psn.pesanan_no_pesanan JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id LEFT JOIN surat_jalan_detail sj ON sj.surat_jalan_detail_pesanan_key = dps.detail_pesanan_key WHERE psn.pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 10:17:32] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> membuka halaman [] []
[2019-10-13 10:17:32] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> sel_pesanan : SELECT psn.*, plg.pelanggan_nama	FROM pesanan psn JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id ORDER BY psn.pesanan_id DESC [] []
[2019-10-13 10:17:32] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> jml. pesanan : 0 [] []
[2019-10-13 10:17:36] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-10-13 10:17:36] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-10-13 10:17:36] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-10-13 10:17:36] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 10:17:36] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-10-13 10:17:36] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 10:26:08] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-10-13 10:26:08] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-10-13 10:26:08] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-10-13 10:26:08] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 10:26:08] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-10-13 10:26:08] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 10:27:24] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-10-13 10:27:24] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-10-13 10:27:24] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-10-13 10:27:24] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 10:27:24] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-10-13 10:27:24] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 10:28:23] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-10-13 10:28:23] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-10-13 10:28:23] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-10-13 10:28:23] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 10:28:23] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-10-13 10:28:23] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 10:30:01] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-10-13 10:30:01] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-10-13 10:30:01] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-10-13 10:30:01] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 10:30:01] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-10-13 10:30:01] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 10:30:21] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-10-13 10:30:21] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-10-13 10:30:21] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-10-13 10:30:21] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 10:30:21] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-10-13 10:30:21] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 10:31:01] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-10-13 10:31:01] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-10-13 10:31:01] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-10-13 10:31:01] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20191001/001' [] []
