[2019-12-13 06:06:28] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> membuka halaman [] []
[2019-12-13 06:07:13] RabbitPrint.WARNING:  | | | proses_pesanan_update.php -> insert ke detail_pesanan -> value : INSERT INTO detail_pesanan (cre_tms, upd_tms, cre_usr, upd_usr, detail_pesanan_no_pesanan, detail_pesanan_key, detail_pesanan_nama_barang, detail_pesanan_jenis_print, detail_pesanan_warna, detail_pesanan_detail_kain, detail_pesanan_nama_warna, detail_pesanan_ukuran, detail_pesanan_sisi_kanan, detail_pesanan_sisi_kiri, detail_pesanan_sisi_blkng, detail_pesanan_qty, detail_pesanan_satuan, detail_pesanan_qty_packing, detail_pesanan_jenis_packing, detail_pesanan_keterangan) VALUES ( NOW(), NOW(), 'superuser', 'superuser', 'PSN/20191213/001', '0000000010', 'PISDJH', 'JKKDJF', 2, 'PO093', 'BIRU', '', 0, 0, 0, 10, 'Kg', 3, 'Roll', '') ON DUPLICATE KEY UPDATE upd_tms = NOW(), upd_usr = 'superuser', detail_pesanan_no_pesanan = 'PSN/20191213/001', detail_pesanan_key = '0000000010', detail_pesanan_nama_barang = 'PISDJH', detail_pesanan_jenis_print = 'JKKDJF', detail_pesanan_warna = 2, detail_pesanan_detail_kain = 'PO093', detail_pesanan_nama_warna = 'BIRU', detail_pesanan_ukuran = '', detail_pesanan_sisi_kanan = 0, detail_pesanan_sisi_kiri = 0, detail_pesanan_sisi_blkng = 0, detail_pesanan_qty = 10, detail_pesanan_satuan = 'Kg', detail_pesanan_qty_packing = 3, detail_pesanan_jenis_packing = 'Roll', detail_pesanan_keterangan = '' [] []
[2019-12-13 06:07:13] RabbitPrint.WARNING:  | | | proses_pesanan_update.php -> insert ke detail_pesanan -> BERHASIL [] []
[2019-12-13 06:07:13] RabbitPrint.WARNING:  | | | proses_pesanan_update.php -> insert ke detail_pesanan -> value : INSERT INTO detail_pesanan (cre_tms, upd_tms, cre_usr, upd_usr, detail_pesanan_no_pesanan, detail_pesanan_key, detail_pesanan_nama_barang, detail_pesanan_jenis_print, detail_pesanan_warna, detail_pesanan_detail_kain, detail_pesanan_nama_warna, detail_pesanan_ukuran, detail_pesanan_sisi_kanan, detail_pesanan_sisi_kiri, detail_pesanan_sisi_blkng, detail_pesanan_qty, detail_pesanan_satuan, detail_pesanan_qty_packing, detail_pesanan_jenis_packing, detail_pesanan_keterangan) VALUES ( NOW(), NOW(), 'superuser', 'superuser', 'PSN/20191213/001', '0000000011', 'BARANG KAIN S', 'MOTIF KAIN S', 2, 'P0390', 'BIRU', '', 0, 0, 0, 10, 'Kg', 1, 'Roll', '') ON DUPLICATE KEY UPDATE upd_tms = NOW(), upd_usr = 'superuser', detail_pesanan_no_pesanan = 'PSN/20191213/001', detail_pesanan_key = '0000000011', detail_pesanan_nama_barang = 'BARANG KAIN S', detail_pesanan_jenis_print = 'MOTIF KAIN S', detail_pesanan_warna = 2, detail_pesanan_detail_kain = 'P0390', detail_pesanan_nama_warna = 'BIRU', detail_pesanan_ukuran = '', detail_pesanan_sisi_kanan = 0, detail_pesanan_sisi_kiri = 0, detail_pesanan_sisi_blkng = 0, detail_pesanan_qty = 10, detail_pesanan_satuan = 'Kg', detail_pesanan_qty_packing = 1, detail_pesanan_jenis_packing = 'Roll', detail_pesanan_keterangan = '' [] []
[2019-12-13 06:07:13] RabbitPrint.WARNING:  | | | proses_pesanan_update.php -> insert ke detail_pesanan -> BERHASIL [] []
[2019-12-13 06:08:04] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-13 06:08:04] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-13 06:08:04] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-12-13 06:08:04] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000012 [] []
[2019-12-13 06:08:04] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-12-13 06:08:04] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-12-13 06:08:04] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20191213/001' [] []
[2019-12-13 06:08:04] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-12-13 06:08:04] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191213/001' [] []
[2019-12-13 06:08:40] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-13 06:08:40] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-13 06:08:40] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-12-13 06:08:40] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000012 [] []
[2019-12-13 06:08:40] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-12-13 06:08:40] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-12-13 06:08:40] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20191213/001' [] []
[2019-12-13 06:08:40] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-12-13 06:08:40] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191213/001' [] []
[2019-12-13 06:09:19] RabbitPrint.WARNING:  | | | proses_pesanan_update.php -> load.. [] []
[2019-12-13 06:09:19] RabbitPrint.WARNING:  | | | proses_pesanan_update.php -> string query detail_pesanan -> sql_detail : INSERT INTO detail_pesanan (cre_tms, upd_tms, cre_usr, upd_usr, detail_pesanan_no_pesanan, detail_pesanan_key, detail_pesanan_nama_barang, detail_pesanan_jenis_print, detail_pesanan_warna, detail_pesanan_detail_kain, detail_pesanan_nama_warna, detail_pesanan_ukuran, detail_pesanan_sisi_kanan, detail_pesanan_sisi_kiri, detail_pesanan_sisi_blkng, detail_pesanan_qty, detail_pesanan_satuan, detail_pesanan_qty_packing, detail_pesanan_jenis_packing, detail_pesanan_keterangan) VALUES ( NOW(), NOW(), 'superuser', 'superuser', 'PSN/20191213/001', '0000000010', 'PISDJH', 'JKKDJF', 2, 'PO093', 'BIRU', '', 0, 0, 0, 10, 'Kg', 3, 'Roll', '') ON DUPLICATE KEY UPDATE upd_tms = NOW(), upd_usr = 'superuser', detail_pesanan_no_pesanan = 'PSN/20191213/001', detail_pesanan_key = '0000000010', detail_pesanan_nama_barang = 'PISDJH', detail_pesanan_jenis_print = 'JKKDJF', detail_pesanan_warna = 2, detail_pesanan_detail_kain = 'PO093', detail_pesanan_nama_warna = 'BIRU', detail_pesanan_ukuran = '', detail_pesanan_sisi_kanan = 0, detail_pesanan_sisi_kiri = 0, detail_pesanan_sisi_blkng = 0, detail_pesanan_qty = 10, detail_pesanan_satuan = 'Kg', detail_pesanan_qty_packing = 3, detail_pesanan_jenis_packing = 'Roll', detail_pesanan_keterangan = ''; INSERT INTO detail_pesanan (cre_tms, upd_tms, cre_usr, upd_usr, detail_pesanan_no_pesanan, detail_pesanan_key, detail_pesanan_nama_barang, detail_pesanan_jenis_print, detail_pesanan_warna, detail_pesanan_detail_kain, detail_pesanan_nama_warna, detail_pesanan_ukuran, detail_pesanan_sisi_kanan, detail_pesanan_sisi_kiri, detail_pesanan_sisi_blkng, detail_pesanan_qty, detail_pesanan_satuan, detail_pesanan_qty_packing, detail_pesanan_jenis_packing, detail_pesanan_keterangan) VALUES ( NOW(), NOW(), 'superuser', 'superuser', 'PSN/20191213/001', '0000000011', 'BARANG KAIN S', 'MOTIF KAIN S', 2, 'P0390', 'BIRU', '', 0, 0, 0, 10, 'Kg', 1, 'Roll', '') ON DUPLICATE KEY UPDATE upd_tms = NOW(), upd_usr = 'superuser', detail_pesanan_no_pesanan = 'PSN/20191213/001', detail_pesanan_key = '0000000011', detail_pesanan_nama_barang = 'BARANG KAIN S', detail_pesanan_jenis_print = 'MOTIF KAIN S', detail_pesanan_warna = 2, detail_pesanan_detail_kain = 'P0390', detail_pesanan_nama_warna = 'BIRU', detail_pesanan_ukuran = '', detail_pesanan_sisi_kanan = 0, detail_pesanan_sisi_kiri = 0, detail_pesanan_sisi_blkng = 0, detail_pesanan_qty = 10, detail_pesanan_satuan = 'Kg', detail_pesanan_qty_packing = 1, detail_pesanan_jenis_packing = 'Roll', detail_pesanan_keterangan = ''; INSERT INTO detail_pesanan (cre_tms, upd_tms, cre_usr, upd_usr, detail_pesanan_no_pesanan, detail_pesanan_key, detail_pesanan_nama_barang, detail_pesanan_jenis_print, detail_pesanan_warna, detail_pesanan_detail_kain, detail_pesanan_nama_warna, detail_pesanan_ukuran, detail_pesanan_sisi_kanan, detail_pesanan_sisi_kiri, detail_pesanan_sisi_blkng, detail_pesanan_qty, detail_pesanan_satuan, detail_pesanan_qty_packing, detail_pesanan_jenis_packing, detail_pesanan_keterangan) VALUES ( NOW(), NOW(), 'superuser', 'superuser', 'PSN/20191213/001', '0000000012', 'KDFJJ', 'KJDFJ', 2, '84KJDF', 'KUNING', '', 0, 0, 0, 10, 'Kg', 2, 'Roll', '') ON DUPLICATE KEY UPDATE upd_tms = NOW(), upd_usr = 'superuser', detail_pesanan_no_pesanan = 'PSN/20191213/001', detail_pesanan_key = '0000000012', detail_pesanan_nama_barang = 'KDFJJ', detail_pesanan_jenis_print = 'KJDFJ', detail_pesanan_warna = 2, detail_pesanan_detail_kain = '84KJDF', detail_pesanan_nama_warna = 'KUNING', detail_pesanan_ukuran = '', detail_pesanan_sisi_kanan = 0, detail_pesanan_sisi_kiri = 0, detail_pesanan_sisi_blkng = 0, detail_pesanan_qty = 10, detail_pesanan_satuan = 'Kg', detail_pesanan_qty_packing = 2, detail_pesanan_jenis_packing = 'Roll', detail_pesanan_keterangan = '' [] []
[2019-12-13 06:09:19] RabbitPrint.WARNING:  | | | proses_pesanan_update.php -> string query pesanan -> sql_pesanan : INSERT INTO pesanan (cre_tms, upd_tms, cre_usr, upd_usr, pesanan_no_pesanan, pesanan_no_surat_jalan_masuk, pesanan_jenis_pesanan, pesanan_tanggal_pesanan, pesanan_pelanggan_id, pesanan_total_qty, pesanan_total_qty_packing) VALUES (NOW(), NOW(), 'superuser', 'superuser', 'PSN/20191213/001', '90384998', 'U', '2019-12-13', '4', 60, 6) ON DUPLICATE KEY UPDATE upd_tms = NOW(), upd_usr = 'superuser', pesanan_total_qty = 60, pesanan_total_qty_packing = 6 [] []
[2019-12-13 06:09:19] RabbitPrint.WARNING:  | | | proses_pesanan_update.php -> insert ke pesanan -> sql_pesanan : INSERT INTO pesanan (cre_tms, upd_tms, cre_usr, upd_usr, pesanan_no_pesanan, pesanan_no_surat_jalan_masuk, pesanan_jenis_pesanan, pesanan_tanggal_pesanan, pesanan_pelanggan_id, pesanan_total_qty, pesanan_total_qty_packing) VALUES (NOW(), NOW(), 'superuser', 'superuser', 'PSN/20191213/001', '90384998', 'U', '2019-12-13', '4', 60, 6) ON DUPLICATE KEY UPDATE upd_tms = NOW(), upd_usr = 'superuser', pesanan_total_qty = 60, pesanan_total_qty_packing = 6 [] []
[2019-12-13 06:09:19] RabbitPrint.WARNING:  | | | proses_pesanan_update.php -> insert ke pesanan -> BERHASIL [] []
[2019-12-13 06:09:19] RabbitPrint.WARNING:  | | | proses_pesanan_update.php -> insert ke detail_pesanan -> value : INSERT INTO detail_pesanan (cre_tms, upd_tms, cre_usr, upd_usr, detail_pesanan_no_pesanan, detail_pesanan_key, detail_pesanan_nama_barang, detail_pesanan_jenis_print, detail_pesanan_warna, detail_pesanan_detail_kain, detail_pesanan_nama_warna, detail_pesanan_ukuran, detail_pesanan_sisi_kanan, detail_pesanan_sisi_kiri, detail_pesanan_sisi_blkng, detail_pesanan_qty, detail_pesanan_satuan, detail_pesanan_qty_packing, detail_pesanan_jenis_packing, detail_pesanan_keterangan) VALUES ( NOW(), NOW(), 'superuser', 'superuser', 'PSN/20191213/001', '0000000010', 'PISDJH', 'JKKDJF', 2, 'PO093', 'BIRU', '', 0, 0, 0, 10, 'Kg', 3, 'Roll', '') ON DUPLICATE KEY UPDATE upd_tms = NOW(), upd_usr = 'superuser', detail_pesanan_no_pesanan = 'PSN/20191213/001', detail_pesanan_key = '0000000010', detail_pesanan_nama_barang = 'PISDJH', detail_pesanan_jenis_print = 'JKKDJF', detail_pesanan_warna = 2, detail_pesanan_detail_kain = 'PO093', detail_pesanan_nama_warna = 'BIRU', detail_pesanan_ukuran = '', detail_pesanan_sisi_kanan = 0, detail_pesanan_sisi_kiri = 0, detail_pesanan_sisi_blkng = 0, detail_pesanan_qty = 10, detail_pesanan_satuan = 'Kg', detail_pesanan_qty_packing = 3, detail_pesanan_jenis_packing = 'Roll', detail_pesanan_keterangan = '' [] []
[2019-12-13 06:09:19] RabbitPrint.WARNING:  | | | proses_pesanan_update.php -> insert ke detail_pesanan -> BERHASIL [] []
[2019-12-13 06:09:19] RabbitPrint.WARNING:  | | | proses_pesanan_update.php -> insert ke detail_pesanan -> value : INSERT INTO detail_pesanan (cre_tms, upd_tms, cre_usr, upd_usr, detail_pesanan_no_pesanan, detail_pesanan_key, detail_pesanan_nama_barang, detail_pesanan_jenis_print, detail_pesanan_warna, detail_pesanan_detail_kain, detail_pesanan_nama_warna, detail_pesanan_ukuran, detail_pesanan_sisi_kanan, detail_pesanan_sisi_kiri, detail_pesanan_sisi_blkng, detail_pesanan_qty, detail_pesanan_satuan, detail_pesanan_qty_packing, detail_pesanan_jenis_packing, detail_pesanan_keterangan) VALUES ( NOW(), NOW(), 'superuser', 'superuser', 'PSN/20191213/001', '0000000011', 'BARANG KAIN S', 'MOTIF KAIN S', 2, 'P0390', 'BIRU', '', 0, 0, 0, 10, 'Kg', 1, 'Roll', '') ON DUPLICATE KEY UPDATE upd_tms = NOW(), upd_usr = 'superuser', detail_pesanan_no_pesanan = 'PSN/20191213/001', detail_pesanan_key = '0000000011', detail_pesanan_nama_barang = 'BARANG KAIN S', detail_pesanan_jenis_print = 'MOTIF KAIN S', detail_pesanan_warna = 2, detail_pesanan_detail_kain = 'P0390', detail_pesanan_nama_warna = 'BIRU', detail_pesanan_ukuran = '', detail_pesanan_sisi_kanan = 0, detail_pesanan_sisi_kiri = 0, detail_pesanan_sisi_blkng = 0, detail_pesanan_qty = 10, detail_pesanan_satuan = 'Kg', detail_pesanan_qty_packing = 1, detail_pesanan_jenis_packing = 'Roll', detail_pesanan_keterangan = '' [] []
[2019-12-13 06:09:19] RabbitPrint.WARNING:  | | | proses_pesanan_update.php -> insert ke detail_pesanan -> BERHASIL [] []
[2019-12-13 06:09:19] RabbitPrint.WARNING:  | | | proses_pesanan_update.php -> insert ke detail_pesanan -> value : INSERT INTO detail_pesanan (cre_tms, upd_tms, cre_usr, upd_usr, detail_pesanan_no_pesanan, detail_pesanan_key, detail_pesanan_nama_barang, detail_pesanan_jenis_print, detail_pesanan_warna, detail_pesanan_detail_kain, detail_pesanan_nama_warna, detail_pesanan_ukuran, detail_pesanan_sisi_kanan, detail_pesanan_sisi_kiri, detail_pesanan_sisi_blkng, detail_pesanan_qty, detail_pesanan_satuan, detail_pesanan_qty_packing, detail_pesanan_jenis_packing, detail_pesanan_keterangan) VALUES ( NOW(), NOW(), 'superuser', 'superuser', 'PSN/20191213/001', '0000000012', 'KDFJJ', 'KJDFJ', 2, '84KJDF', 'KUNING', '', 0, 0, 0, 10, 'Kg', 2, 'Roll', '') ON DUPLICATE KEY UPDATE upd_tms = NOW(), upd_usr = 'superuser', detail_pesanan_no_pesanan = 'PSN/20191213/001', detail_pesanan_key = '0000000012', detail_pesanan_nama_barang = 'KDFJJ', detail_pesanan_jenis_print = 'KJDFJ', detail_pesanan_warna = 2, detail_pesanan_detail_kain = '84KJDF', detail_pesanan_nama_warna = 'KUNING', detail_pesanan_ukuran = '', detail_pesanan_sisi_kanan = 0, detail_pesanan_sisi_kiri = 0, detail_pesanan_sisi_blkng = 0, detail_pesanan_qty = 10, detail_pesanan_satuan = 'Kg', detail_pesanan_qty_packing = 2, detail_pesanan_jenis_packing = 'Roll', detail_pesanan_keterangan = '' [] []
[2019-12-13 06:09:19] RabbitPrint.WARNING:  | | | proses_pesanan_update.php -> insert ke detail_pesanan -> BERHASIL [] []
[2019-12-13 06:11:29] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-13 06:11:29] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-13 06:11:29] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-12-13 06:11:29] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000013 [] []
[2019-12-13 06:11:29] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-12-13 06:11:29] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-12-13 06:11:29] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20191213/001' [] []
[2019-12-13 06:11:29] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-12-13 06:11:29] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191213/001' [] []
[2019-12-13 06:11:53] RabbitPrint.WARNING:  | | | proses_pesanan_update.php -> load.. [] []
