[2019-06-03 17:19:23] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-06-03 17:26:12] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-06-03 17:26:12] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-06-03 17:26:12] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 8 [] []
[2019-06-03 17:26:12] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-06-03 17:26:12] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-06-03 17:26:12] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-06-03 17:26:16] RabbitPrint.WARNING:  | | | daftar_invoice.php -> membuka halaman [] []
[2019-06-03 17:26:16] RabbitPrint.WARNING:  | | | daftar_invoice.php -> sel_invoice : SELECT inv.*, plg.pelanggan_nama FROM invoice_keluar inv JOIN pelanggan plg ON plg.pelanggan_id = inv.invoice_keluar_pelanggan_id ORDER BY inv.invoice_keluar_id DESC [] []
[2019-06-03 17:26:16] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT p.* FROM pelanggan p JOIN invoice_keluar inv ON p.pelanggan_id = inv.invoice_keluar_pelanggan_id WHERE p.pelanggan_id > 0 GROUP BY p.pelanggan_nama; [] []
[2019-06-03 17:26:43] RabbitPrint.WARNING:  | | | daftar_invoice.php -> membuka halaman [] []
[2019-06-03 17:26:43] RabbitPrint.WARNING:  | | | daftar_invoice.php -> sel_invoice : SELECT inv.*, plg.pelanggan_nama FROM invoice_keluar inv JOIN pelanggan plg ON plg.pelanggan_id = inv.invoice_keluar_pelanggan_id ORDER BY inv.invoice_keluar_id DESC [] []
[2019-06-03 17:26:43] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT p.* FROM pelanggan p JOIN invoice_keluar inv ON p.pelanggan_id = inv.invoice_keluar_pelanggan_id WHERE p.pelanggan_id > 0 GROUP BY p.pelanggan_nama; [] []
[2019-06-03 17:26:45] RabbitPrint.WARNING:  | | | tambah_invoice.php -> membuka halaman [] []
[2019-06-03 17:26:45] RabbitPrint.WARNING:  | | | tambah_invoice.php -> sel_pelanggan : SELECT p.* FROM pelanggan p JOIN surat_jalan sj ON p.pelanggan_id = sj.surat_jalan_pelanggan_id WHERE p.pelanggan_id > 0 AND sj.surat_jalan_status = 'B' GROUP BY p.pelanggan_nama [] []
[2019-06-03 17:26:45] RabbitPrint.WARNING:  | | | tambah_invoice.php -> sel_sj : SELECT p.pelanggan_nama, p.pelanggan_telp, p.pelanggan_alamat, sj.*, sjd.surat_jalan_detail_nama_barang, sjd.surat_jalan_detail_jenis_print, sjd.surat_jalan_detail_satuan_qty FROM surat_jalan sj JOIN surat_jalan_detail sjd ON sjd.surat_jalan_detail_surat_jalan_key = sj.surat_jalan_key JOIN pelanggan p ON p.pelanggan_id = sj.surat_jalan_pelanggan_id WHERE sj.surat_jalan_pelanggan_id = AND sj.surat_jalan_status = 'B' AND sj.surat_jalan_tanggal LIKE '2019-%' GROUP BY sjd.surat_jalan_detail_surat_jalan_key, sjd.surat_jalan_detail_nama_barang ORDER BY sjd.surat_jalan_detail_surat_jalan_key [] []
[2019-06-03 17:26:52] RabbitPrint.WARNING:  | | | daftar_invoice.php -> membuka halaman [] []
[2019-06-03 17:26:52] RabbitPrint.WARNING:  | | | daftar_invoice.php -> sel_invoice : SELECT inv.*, plg.pelanggan_nama FROM invoice_keluar inv JOIN pelanggan plg ON plg.pelanggan_id = inv.invoice_keluar_pelanggan_id ORDER BY inv.invoice_keluar_id DESC [] []
[2019-06-03 17:26:52] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT p.* FROM pelanggan p JOIN invoice_keluar inv ON p.pelanggan_id = inv.invoice_keluar_pelanggan_id WHERE p.pelanggan_id > 0 GROUP BY p.pelanggan_nama; [] []
[2019-06-03 17:27:34] RabbitPrint.WARNING:  | | | daftar_invoice.php -> membuka halaman [] []
[2019-06-03 17:27:34] RabbitPrint.WARNING:  | | | daftar_invoice.php -> sel_invoice : SELECT inv.*, plg.pelanggan_nama FROM invoice_keluar inv JOIN pelanggan plg ON plg.pelanggan_id = inv.invoice_keluar_pelanggan_id ORDER BY inv.invoice_keluar_id DESC [] []
[2019-06-03 17:27:34] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT p.* FROM pelanggan p JOIN invoice_keluar inv ON p.pelanggan_id = inv.invoice_keluar_pelanggan_id WHERE p.pelanggan_id > 0 GROUP BY p.pelanggan_nama; [] []
[2019-06-03 17:28:06] RabbitPrint.WARNING:  | | | daftar_invoice.php -> membuka halaman [] []
[2019-06-03 17:28:06] RabbitPrint.WARNING:  | | | daftar_invoice.php -> sel_invoice : SELECT inv.*, plg.pelanggan_nama FROM invoice_keluar inv JOIN pelanggan plg ON plg.pelanggan_id = inv.invoice_keluar_pelanggan_id ORDER BY inv.invoice_keluar_id DESC [] []
[2019-06-03 17:28:06] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT p.* FROM pelanggan p JOIN invoice_keluar inv ON p.pelanggan_id = inv.invoice_keluar_pelanggan_id WHERE p.pelanggan_id > 0 GROUP BY p.pelanggan_nama; [] []
[2019-06-03 17:28:16] RabbitPrint.WARNING:  | | | tambah_invoice.php -> membuka halaman [] []
[2019-06-03 17:28:16] RabbitPrint.WARNING:  | | | tambah_invoice.php -> sel_pelanggan : SELECT p.* FROM pelanggan p JOIN surat_jalan sj ON p.pelanggan_id = sj.surat_jalan_pelanggan_id WHERE p.pelanggan_id > 0 AND sj.surat_jalan_status = 'B' GROUP BY p.pelanggan_nama [] []
[2019-06-03 17:28:16] RabbitPrint.WARNING:  | | | tambah_invoice.php -> sel_sj : SELECT p.pelanggan_nama, p.pelanggan_telp, p.pelanggan_alamat, sj.*, sjd.surat_jalan_detail_nama_barang, sjd.surat_jalan_detail_jenis_print, sjd.surat_jalan_detail_satuan_qty FROM surat_jalan sj JOIN surat_jalan_detail sjd ON sjd.surat_jalan_detail_surat_jalan_key = sj.surat_jalan_key JOIN pelanggan p ON p.pelanggan_id = sj.surat_jalan_pelanggan_id WHERE sj.surat_jalan_pelanggan_id = AND sj.surat_jalan_status = 'B' AND sj.surat_jalan_tanggal LIKE '2019-%' GROUP BY sjd.surat_jalan_detail_surat_jalan_key, sjd.surat_jalan_detail_nama_barang ORDER BY sjd.surat_jalan_detail_surat_jalan_key [] []
[2019-06-03 17:28:48] RabbitPrint.WARNING:  | | | tambah_invoice.php -> membuka halaman [] []
[2019-06-03 17:28:48] RabbitPrint.WARNING:  | | | tambah_invoice.php -> sel_pelanggan : SELECT p.* FROM pelanggan p JOIN surat_jalan sj ON p.pelanggan_id = sj.surat_jalan_pelanggan_id WHERE p.pelanggan_id > 0 AND sj.surat_jalan_status = 'B' GROUP BY p.pelanggan_nama [] []
[2019-06-03 17:28:48] RabbitPrint.WARNING:  | | | tambah_invoice.php -> sel_sj : SELECT p.pelanggan_nama, p.pelanggan_telp, p.pelanggan_alamat, sj.*, sjd.surat_jalan_detail_nama_barang, sjd.surat_jalan_detail_jenis_print, sjd.surat_jalan_detail_satuan_qty FROM surat_jalan sj JOIN surat_jalan_detail sjd ON sjd.surat_jalan_detail_surat_jalan_key = sj.surat_jalan_key JOIN pelanggan p ON p.pelanggan_id = sj.surat_jalan_pelanggan_id WHERE sj.surat_jalan_pelanggan_id = AND sj.surat_jalan_status = 'B' AND sj.surat_jalan_tanggal LIKE '2019-%' GROUP BY sjd.surat_jalan_detail_surat_jalan_key, sjd.surat_jalan_detail_nama_barang ORDER BY sjd.surat_jalan_detail_surat_jalan_key [] []
[2019-06-03 17:29:12] RabbitPrint.WARNING:  | | | tambah_invoice.php -> membuka halaman [] []
[2019-06-03 17:29:12] RabbitPrint.WARNING:  | | | tambah_invoice.php -> sel_pelanggan : SELECT p.* FROM pelanggan p JOIN surat_jalan sj ON p.pelanggan_id = sj.surat_jalan_pelanggan_id WHERE p.pelanggan_id > 0 AND sj.surat_jalan_status = 'B' GROUP BY p.pelanggan_nama [] []
[2019-06-03 17:29:12] RabbitPrint.WARNING:  | | | tambah_invoice.php -> sel_sj : SELECT p.pelanggan_nama, p.pelanggan_telp, p.pelanggan_alamat, sj.*, sjd.surat_jalan_detail_nama_barang, sjd.surat_jalan_detail_jenis_print, sjd.surat_jalan_detail_satuan_qty FROM surat_jalan sj JOIN surat_jalan_detail sjd ON sjd.surat_jalan_detail_surat_jalan_key = sj.surat_jalan_key JOIN pelanggan p ON p.pelanggan_id = sj.surat_jalan_pelanggan_id WHERE sj.surat_jalan_pelanggan_id = AND sj.surat_jalan_status = 'B' AND sj.surat_jalan_tanggal LIKE '2019-%' GROUP BY sjd.surat_jalan_detail_surat_jalan_key, sjd.surat_jalan_detail_nama_barang ORDER BY sjd.surat_jalan_detail_surat_jalan_key [] []
[2019-06-03 17:29:34] RabbitPrint.WARNING:  | | | tambah_invoice.php -> membuka halaman [] []
[2019-06-03 17:29:34] RabbitPrint.WARNING:  | | | tambah_invoice.php -> sel_pelanggan : SELECT p.* FROM pelanggan p JOIN surat_jalan sj ON p.pelanggan_id = sj.surat_jalan_pelanggan_id WHERE p.pelanggan_id > 0 AND sj.surat_jalan_status = 'B' GROUP BY p.pelanggan_nama [] []
[2019-06-03 17:29:34] RabbitPrint.WARNING:  | | | tambah_invoice.php -> sel_sj : SELECT p.pelanggan_nama, p.pelanggan_telp, p.pelanggan_alamat, sj.*, sjd.surat_jalan_detail_nama_barang, sjd.surat_jalan_detail_jenis_print, sjd.surat_jalan_detail_satuan_qty FROM surat_jalan sj JOIN surat_jalan_detail sjd ON sjd.surat_jalan_detail_surat_jalan_key = sj.surat_jalan_key JOIN pelanggan p ON p.pelanggan_id = sj.surat_jalan_pelanggan_id WHERE sj.surat_jalan_pelanggan_id = AND sj.surat_jalan_status = 'B' AND sj.surat_jalan_tanggal LIKE '2019-%' GROUP BY sjd.surat_jalan_detail_surat_jalan_key, sjd.surat_jalan_detail_nama_barang ORDER BY sjd.surat_jalan_detail_surat_jalan_key [] []
[2019-06-03 17:29:47] RabbitPrint.WARNING:  | | | tambah_invoice.php -> membuka halaman [] []
[2019-06-03 17:29:47] RabbitPrint.WARNING:  | | | tambah_invoice.php -> sel_pelanggan : SELECT p.* FROM pelanggan p JOIN surat_jalan sj ON p.pelanggan_id = sj.surat_jalan_pelanggan_id WHERE p.pelanggan_id > 0 AND sj.surat_jalan_status = 'B' GROUP BY p.pelanggan_nama [] []
[2019-06-03 17:29:47] RabbitPrint.WARNING:  | | | tambah_invoice.php -> sel_sj : SELECT p.pelanggan_nama, p.pelanggan_telp, p.pelanggan_alamat, sj.*, sjd.surat_jalan_detail_nama_barang, sjd.surat_jalan_detail_jenis_print, sjd.surat_jalan_detail_satuan_qty FROM surat_jalan sj JOIN surat_jalan_detail sjd ON sjd.surat_jalan_detail_surat_jalan_key = sj.surat_jalan_key JOIN pelanggan p ON p.pelanggan_id = sj.surat_jalan_pelanggan_id WHERE sj.surat_jalan_pelanggan_id = 2 AND sj.surat_jalan_status = 'B' AND sj.surat_jalan_tanggal LIKE '2019-05%' GROUP BY sjd.surat_jalan_detail_surat_jalan_key, sjd.surat_jalan_detail_nama_barang ORDER BY sjd.surat_jalan_detail_surat_jalan_key [] []
[2019-06-03 17:29:47] RabbitPrint.WARNING:  | | | tambah_invoice.php -> jml. pelanggan : 0 [] []
[2019-06-03 17:30:08] RabbitPrint.WARNING:  | | | daftar_invoice.php -> membuka halaman [] []
[2019-06-03 17:30:08] RabbitPrint.WARNING:  | | | daftar_invoice.php -> sel_invoice : SELECT inv.*, plg.pelanggan_nama FROM invoice_keluar inv JOIN pelanggan plg ON plg.pelanggan_id = inv.invoice_keluar_pelanggan_id ORDER BY inv.invoice_keluar_id DESC [] []
[2019-06-03 17:30:08] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT p.* FROM pelanggan p JOIN invoice_keluar inv ON p.pelanggan_id = inv.invoice_keluar_pelanggan_id WHERE p.pelanggan_id > 0 GROUP BY p.pelanggan_nama; [] []
[2019-06-03 17:30:16] RabbitPrint.WARNING:  | | | tambah_invoice.php -> membuka halaman [] []
[2019-06-03 17:30:16] RabbitPrint.WARNING:  | | | tambah_invoice.php -> sel_pelanggan : SELECT p.* FROM pelanggan p JOIN surat_jalan sj ON p.pelanggan_id = sj.surat_jalan_pelanggan_id WHERE p.pelanggan_id > 0 AND sj.surat_jalan_status = 'B' GROUP BY p.pelanggan_nama [] []
[2019-06-03 17:30:16] RabbitPrint.WARNING:  | | | tambah_invoice.php -> sel_sj : SELECT p.pelanggan_nama, p.pelanggan_telp, p.pelanggan_alamat, sj.*, sjd.surat_jalan_detail_nama_barang, sjd.surat_jalan_detail_jenis_print, sjd.surat_jalan_detail_satuan_qty FROM surat_jalan sj JOIN surat_jalan_detail sjd ON sjd.surat_jalan_detail_surat_jalan_key = sj.surat_jalan_key JOIN pelanggan p ON p.pelanggan_id = sj.surat_jalan_pelanggan_id WHERE sj.surat_jalan_pelanggan_id = AND sj.surat_jalan_status = 'B' AND sj.surat_jalan_tanggal LIKE '2019-%' GROUP BY sjd.surat_jalan_detail_surat_jalan_key, sjd.surat_jalan_detail_nama_barang ORDER BY sjd.surat_jalan_detail_surat_jalan_key [] []
[2019-06-03 17:30:19] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> membuka halaman [] []
[2019-06-03 17:30:19] RabbitPrint.WARNING:  | | | daftar_surat_)jalan.php -> sel_daftar_surat_jalan : SELECT * FROM surat_jalan ORDER BY surat_jalan_id DESC [] []
[2019-06-03 17:30:19] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-06-03 17:30:19] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-06-03 17:30:19] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 2 [] []
