[2019-12-08 15:28:34] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-08 15:31:25] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 5 [] []
[2019-12-08 15:31:25] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191204/002' [] []
[2019-12-08 15:34:20] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-08 15:34:20] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-08 15:34:20] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-12-08 15:34:20] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20191204/002' [] []
[2019-12-08 15:34:20] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 5 [] []
[2019-12-08 15:34:20] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191204/002' [] []
[2019-12-08 15:35:28] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-08 15:35:28] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-08 15:35:28] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-12-08 15:35:28] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20191204/002' [] []
[2019-12-08 15:35:28] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 5 [] []
[2019-12-08 15:35:28] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191204/002' [] []
[2019-12-08 15:39:38] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-08 15:39:38] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-08 15:39:38] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-12-08 15:39:38] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20191204/002' [] []
[2019-12-08 15:39:38] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 5 [] []
[2019-12-08 15:39:38] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191204/002' [] []
[2019-12-08 15:40:54] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-08 15:40:54] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-08 15:40:54] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-12-08 15:40:54] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20191204/002' [] []
[2019-12-08 15:40:54] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 5 [] []
[2019-12-08 15:40:54] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191204/002' [] []
[2019-12-08 15:41:29] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> membuka halaman [] []
[2019-12-08 15:41:29] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> sel_pesanan : SELECT psn.*, plg.pelanggan_nama	FROM pesanan psn JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id ORDER BY psn.pesanan_id DESC [] []
[2019-12-08 15:41:29] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> jml. pesanan : 0 [] []
[2019-12-08 15:41:35] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-08 15:41:35] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-08 15:41:35] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-12-08 15:41:35] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000003 [] []
[2019-12-08 15:41:35] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-12-08 15:41:39] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> membuka halaman [] []
[2019-12-08 15:41:39] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> sel_pesanan : SELECT psn.*, plg.pelanggan_nama	FROM pesanan psn JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id ORDER BY psn.pesanan_id DESC [] []
[2019-12-08 15:41:39] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> jml. pesanan : 0 [] []
[2019-12-08 15:41:45] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-08 15:41:45] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-08 15:41:45] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-12-08 15:41:45] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20191204/002' [] []
[2019-12-08 15:41:45] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 5 [] []
[2019-12-08 15:41:45] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191204/002' [] []
[2019-12-08 15:41:52] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> membuka halaman [] []
[2019-12-08 15:41:52] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> sel_pesanan : SELECT psn.*, plg.pelanggan_nama	FROM pesanan psn JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id ORDER BY psn.pesanan_id DESC [] []
[2019-12-08 15:41:52] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> jml. pesanan : 0 [] []
[2019-12-08 15:41:56] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-08 15:41:56] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-08 15:41:56] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-12-08 15:41:56] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000003 [] []
[2019-12-08 15:41:56] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-12-08 16:18:19] RabbitPrint.WARNING:  | | | functions.php -> getKodePesanan() -> selectkey : SELECT MAX(pesanan.pesanan_no_pesanan) AS psnkey FROM pesanan WHERE pesanan.pesanan_no_pesanan LIKE '%PSN/20191204/%' [] []
[2019-12-08 16:18:19] RabbitPrint.WARNING:  | | | functions.php -> getKodePesanan() -> psn_key : PSN/20191204/003 [] []
[2019-12-08 16:18:19] RabbitPrint.WARNING:  | | | proses_pesanan.php -> load.. [] []
[2019-12-08 16:18:19] RabbitPrint.WARNING:  | | | proses_pesanan.php -> string query detail_pesanan -> sql_detail : INSERT INTO detail_pesanan (cre_tms, upd_tms, cre_usr, upd_usr, detail_pesanan_no_pesanan, detail_pesanan_key, detail_pesanan_nama_barang, detail_pesanan_jenis_print, detail_pesanan_warna, detail_pesanan_detail_kain, detail_pesanan_nama_warna, detail_pesanan_ukuran, detail_pesanan_sisi_kanan, detail_pesanan_sisi_kiri, detail_pesanan_sisi_blkng, detail_pesanan_qty, detail_pesanan_satuan, detail_pesanan_qty_packing, detail_pesanan_jenis_packing, detail_pesanan_keterangan) VALUES ( NOW(), NOW(), 'superuser', 'superuser', 'PSN/20191204/003', '0000000001', 'KAIN 2', 'MOTIF 2', 3, 'K001', 'BIRU', '', 0, 0, 0, 10, 'Kg', 4, 'Roll', ''),( NOW(), NOW(), 'superuser', 'superuser', 'PSN/20191204/003', '0000000002', 'KAIN 2', 'MOTIF 2', 3, 'K002', 'MERAH', '', 0, 0, 0, 10, 'Kg', 4, 'Roll', '') [] []
[2019-12-08 16:18:19] RabbitPrint.WARNING:  | | | proses_pesanan.php -> string query pesanan -> sql_pesanan : INSERT INTO pesanan (cre_tms, upd_tms, cre_usr, upd_usr, pesanan_no_pesanan, pesanan_no_surat_jalan_masuk, pesanan_jenis_pesanan, pesanan_tanggal_pesanan, pesanan_pelanggan_id, pesanan_total_qty, pesanan_total_qty_packing) VALUES (NOW(), NOW(), 'superuser', 'superuser', 'PSN/20191204/003', 'SJ123123', 'U', '2019-12-04', '5', 80, 8) [] []
[2019-12-08 16:18:19] RabbitPrint.WARNING:  | | | proses_pesanan.php -> insert ke pesanan -> sql_pesanan : INSERT INTO pesanan (cre_tms, upd_tms, cre_usr, upd_usr, pesanan_no_pesanan, pesanan_no_surat_jalan_masuk, pesanan_jenis_pesanan, pesanan_tanggal_pesanan, pesanan_pelanggan_id, pesanan_total_qty, pesanan_total_qty_packing) VALUES (NOW(), NOW(), 'superuser', 'superuser', 'PSN/20191204/003', 'SJ123123', 'U', '2019-12-04', '5', 80, 8) [] []
[2019-12-08 16:18:19] RabbitPrint.WARNING:  | | | proses_pesanan.php -> insert ke pesanan -> BERHASIL [] []
[2019-12-08 16:18:19] RabbitPrint.WARNING:  | | | proses_pesanan.php -> insert ke detail_pesanan -> BERHASIL [] []
[2019-12-08 16:18:23] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-08 16:18:23] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-08 16:18:23] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-12-08 16:18:23] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20191204/002' [] []
[2019-12-08 16:18:23] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 5 [] []
[2019-12-08 16:18:23] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191204/002' [] []
[2019-12-08 16:19:00] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-08 16:19:00] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-08 16:19:00] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-12-08 16:19:00] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000001 [] []
[2019-12-08 16:19:00] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-12-08 16:19:36] RabbitPrint.WARNING:  | | | functions.php -> getKodePesanan() -> selectkey : SELECT MAX(pesanan.pesanan_no_pesanan) AS psnkey FROM pesanan WHERE pesanan.pesanan_no_pesanan LIKE '%PSN/20191208/%' [] []
[2019-12-08 16:19:36] RabbitPrint.WARNING:  | | | functions.php -> getKodePesanan() -> psn_key : PSN/20191208/001 [] []
[2019-12-08 16:19:36] RabbitPrint.WARNING:  | | | proses_pesanan.php -> load.. [] []
[2019-12-08 16:19:36] RabbitPrint.WARNING:  | | | proses_pesanan.php -> string query detail_pesanan -> sql_detail : INSERT INTO detail_pesanan (cre_tms, upd_tms, cre_usr, upd_usr, detail_pesanan_no_pesanan, detail_pesanan_key, detail_pesanan_nama_barang, detail_pesanan_jenis_print, detail_pesanan_warna, detail_pesanan_detail_kain, detail_pesanan_nama_warna, detail_pesanan_ukuran, detail_pesanan_sisi_kanan, detail_pesanan_sisi_kiri, detail_pesanan_sisi_blkng, detail_pesanan_qty, detail_pesanan_satuan, detail_pesanan_qty_packing, detail_pesanan_jenis_packing, detail_pesanan_keterangan) VALUES  [] []
[2019-12-08 16:19:36] RabbitPrint.WARNING:  | | | proses_pesanan.php -> string query pesanan -> sql_pesanan : INSERT INTO pesanan (cre_tms, upd_tms, cre_usr, upd_usr, pesanan_no_pesanan, pesanan_no_surat_jalan_masuk, pesanan_jenis_pesanan, pesanan_tanggal_pesanan, pesanan_pelanggan_id, pesanan_total_qty, pesanan_total_qty_packing) VALUES (NOW(), NOW(), 'superuser', 'superuser', 'PSN/20191208/001', 'SJ001', 'U', '2019-12-08', '6', 0, 0) [] []
[2019-12-08 16:19:36] RabbitPrint.WARNING:  | | | proses_pesanan.php -> insert ke pesanan -> sql_pesanan : INSERT INTO pesanan (cre_tms, upd_tms, cre_usr, upd_usr, pesanan_no_pesanan, pesanan_no_surat_jalan_masuk, pesanan_jenis_pesanan, pesanan_tanggal_pesanan, pesanan_pelanggan_id, pesanan_total_qty, pesanan_total_qty_packing) VALUES (NOW(), NOW(), 'superuser', 'superuser', 'PSN/20191208/001', 'SJ001', 'U', '2019-12-08', '6', 0, 0) [] []
[2019-12-08 16:19:36] RabbitPrint.WARNING:  | | | proses_pesanan.php -> insert ke pesanan -> BERHASIL [] []
[2019-12-08 16:19:39] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-08 16:19:39] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-08 16:19:39] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-12-08 16:19:39] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000001 [] []
[2019-12-08 16:19:39] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-12-08 16:19:44] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> membuka halaman [] []
[2019-12-08 16:19:44] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> sel_pesanan : SELECT psn.*, plg.pelanggan_nama	FROM pesanan psn JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id ORDER BY psn.pesanan_id DESC [] []
[2019-12-08 16:19:44] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> jml. pesanan : 0 [] []
[2019-12-08 16:20:01] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-08 16:20:01] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-08 16:20:01] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-12-08 16:20:01] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20191208/001' [] []
[2019-12-08 16:20:01] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 6 [] []
[2019-12-08 16:20:01] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191208/001' [] []
[2019-12-08 16:20:08] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> membuka halaman [] []
[2019-12-08 16:20:08] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> sel_pesanan : SELECT psn.*, plg.pelanggan_nama	FROM pesanan psn JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id ORDER BY psn.pesanan_id DESC [] []
[2019-12-08 16:20:08] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> jml. pesanan : 0 [] []
[2019-12-08 16:20:12] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-08 16:20:12] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-08 16:20:12] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-12-08 16:20:12] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20191208/001' [] []
[2019-12-08 16:20:12] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 6 [] []
[2019-12-08 16:20:12] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191208/001' [] []
[2019-12-08 16:23:00] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-08 16:23:00] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-08 16:23:00] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-12-08 16:23:00] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000001 [] []
[2019-12-08 16:23:00] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-12-08 16:23:56] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-08 16:23:56] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-08 16:23:56] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-12-08 16:23:56] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000001 [] []
[2019-12-08 16:23:56] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-12-08 16:23:56] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-12-08 16:23:56] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20191208/001' [] []
[2019-12-08 16:23:56] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 6 [] []
[2019-12-08 16:23:56] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191208/001' [] []
[2019-12-08 16:25:40] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-08 16:25:40] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-08 16:25:40] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-12-08 16:25:40] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000001 [] []
[2019-12-08 16:25:40] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-12-08 16:25:40] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-12-08 16:25:40] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20191208/001' [] []
[2019-12-08 16:25:40] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 6 [] []
[2019-12-08 16:25:40] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191208/001' [] []
[2019-12-08 16:26:46] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-08 16:26:46] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-08 16:26:46] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-12-08 16:26:46] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000001 [] []
[2019-12-08 16:26:46] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-12-08 16:26:46] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-12-08 16:26:46] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20191208/001' [] []
[2019-12-08 16:26:46] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 6 [] []
[2019-12-08 16:26:46] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191208/001' [] []
[2019-12-08 16:27:33] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-08 16:27:33] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-08 16:27:33] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-12-08 16:27:33] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000001 [] []
[2019-12-08 16:27:33] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-12-08 16:27:33] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-12-08 16:27:33] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20191208/001' [] []
[2019-12-08 16:27:33] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 6 [] []
[2019-12-08 16:27:33] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191208/001' [] []
[2019-12-08 16:28:39] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-08 16:28:39] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-12-08 16:28:39] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> selectkey : SELECT MAX(detail_pesanan_key) AS detail_key FROM detail_pesanan; [] []
[2019-12-08 16:28:39] RabbitPrint.WARNING:  | | | functions.php -> getDetailPesananKey() -> detail_key : 0000000001 [] []
[2019-12-08 16:28:39] RabbitPrint.WARNING:  | | | pesanan.php -> load [] []
[2019-12-08 16:28:39] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-12-08 16:28:39] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20191208/001' [] []
[2019-12-08 16:28:39] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 6 [] []
[2019-12-08 16:28:39] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191208/001' [] []
[2019-12-08 17:05:49] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-12-08 17:05:49] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
